drug_id,prot_id,affinity
CHEMBL95539,Q15139,11.622878745
CHEMBL1989646,Q13976,12.699997654
CHEMBL576887,Q06187,11.25490196
CHEMBL1996500,P10721,11.999998417
CHEMBL1996208,P51957,11.300000237
CHEMBL1991800,P06493,11.200000128
CHEMBL1996817,O00311,13.500007822
CHEMBL1999414,P17612,11.999998417
CHEMBL377408,O94806,12.199999035
CHEMBL514499,Q9H2G2,13.99997427
CHEMBL1991143,P31751,11.200000128
CHEMBL1964692,Q9NWZ3,11.1
CHEMBL1969301,O43293,11.999998417
CHEMBL1996500,P49840,11.400000202
CHEMBL410659,P35968,11.466531544
CHEMBL1984432,P08581,11.599999679
CHEMBL1989856,P11309,12.899998135
CHEMBL1971943,P17612,13.000008766
CHEMBL95692,O94806,11.599999679
CHEMBL1976220,P16591,11.999998417
CHEMBL1242846,P42345,12.297226275
CHEMBL1973395,P48730,11.200000128
CHEMBL340921,Q08881,11.900000875
CHEMBL2004892,Q9HBY8,12.299998172
CHEMBL2001751,P06213,11.400000202
CHEMBL1980253,O43293,12.799991797
CHEMBL468280,Q9UM73,11.999998417
CHEMBL185569,P05129,11.200000128
CHEMBL2004355,P51812,11.200000128
CHEMBL1975647,Q13188,11.999998417
CHEMBL2003271,Q96SB4,11.699999383
CHEMBL1929238,O60285,10.622878745
CHEMBL1970314,Q05513,11.200000128
CHEMBL1992645,Q9BWU1,10.1
CHEMBL1968380,Q13554,11.800000504
CHEMBL1966722,P30530,12.499996913
CHEMBL1987007,P53350,11.200000128
CHEMBL1985580,Q14012,11.200000128
CHEMBL1976040,Q04771,11.500000186
CHEMBL1084546,P45984,11.900000875
CHEMBL604712,P28482,11.1
CHEMBL1979883,P45983,11.599999679
CHEMBL389745,P68400,11.1
CHEMBL1992922,Q8TDC3,12.199999035
CHEMBL1966343,P53350,11.200000128
CHEMBL202721,Q13464,11.500000186
CHEMBL1996543,Q13188,11.200000128
CHEMBL1977634,P45984,11.500000186
CHEMBL199755,P35968,12.40980392
CHEMBL1973793,O60674,11.699999383
CHEMBL322066,Q02156,11.986056648
CHEMBL1997846,P48729,11.400000202
CHEMBL1969372,Q96GD4,11.300000237
CHEMBL316264,Q8TDC3,11.1
CHEMBL2006439,Q06187,11.500000186
CHEMBL1985074,Q86V86,12.599996932
CHEMBL1983932,Q05655,11.200000128
CHEMBL1977128,P50613,13.1
CHEMBL2005936,Q9BZL6,11.300000237
CHEMBL380454,Q9UGJ0,11.1
CHEMBL1982610,P04626,11.900000875
CHEMBL1995765,P34947,10.900000053
CHEMBL1994526,Q9UHD2,11.599999679
CHEMBL2005936,Q16620,11.400000202
CHEMBL1984700,Q86V86,11.200000128
CHEMBL1996646,Q04912,12.199999035
CHEMBL1682345,P52333,12.1
CHEMBL1975927,Q05397,11.999998417
CHEMBL2004515,P04629,10.599999953
CHEMBL310527,P05771,10.1
CHEMBL2000894,Q16288,11.999998417
CHEMBL1994074,P16591,12.199999035
CHEMBL189584,P22607,13.923908741
CHEMBL2004716,Q8N4C8,13.1
CHEMBL1997617,Q14680,12.499996913
CHEMBL1964444,Q9NYL2,11.200000128
CHEMBL1987009,O95819,12.299998172
CHEMBL483158,Q13976,11.800000504
CHEMBL127898,O96013,11.400000202
CHEMBL1682552,Q9HCP0,11.800000504
CHEMBL50894,P50613,11.500000186
CHEMBL1984586,P12931,11.800000504
CHEMBL2001668,Q00535,11.1
CHEMBL1999556,O15264,11.200000128
CHEMBL1834657,P41279,11.1
CHEMBL1979855,Q9HBY8,11.1
CHEMBL1971801,P12931,11.400000202
CHEMBL1993166,O14920,11.599999679
CHEMBL520144,P08581,14.869551079
CHEMBL1976220,O94806,11.400000202
CHEMBL1996111,O43293,11.999998417
CHEMBL196363,Q00535,11.1
CHEMBL377408,Q9H4B4,11.200000128
CHEMBL1997340,Q13131,11.900000875
CHEMBL1983348,Q9HAZ1,13.699980365
CHEMBL2003682,Q9NWZ3,11.800000504
CHEMBL281957,P49841,12.1
CHEMBL1967878,Q9H2X6,12.699997654
CHEMBL1997872,Q13464,11.699999383
CHEMBL1986970,P04629,11.699999383
CHEMBL80843,P05129,10.702059991
CHEMBL482967,P31751,11.200000128
CHEMBL1979577,Q15303,11.500000186
CHEMBL1976240,P48730,11.200000128
CHEMBL1971149,O00418,11.500000186
CHEMBL1974328,P12931,12.899998135
CHEMBL1991188,P08922,11.800000504
CHEMBL1998545,Q9H2X6,11.599999679
CHEMBL524266,P10721,11.497940009
CHEMBL1996234,P41743,11.400000202
CHEMBL1986530,P43405,11.900000875
CHEMBL1964413,Q16620,11.400000202
CHEMBL2000335,Q06187,11.999998417
CHEMBL1971534,P48729,11.900000875
CHEMBL1970340,P53778,11.300000237
CHEMBL210928,P51957,11.300000237
CHEMBL2004447,O95819,11.1
CHEMBL2004892,P06239,11.699999383
CHEMBL1624529,P00519,12.299998172
CHEMBL14445,P06241,9.702059991
CHEMBL560813,Q7L7X3,11.1
CHEMBL1973860,O96017,11.900000875
CHEMBL1989856,Q13153,11.1
CHEMBL2000481,P05129,11.200000128
CHEMBL1996646,P06239,12.1
CHEMBL1996979,P49137,11.200000128
CHEMBL1994074,P06213,11.400000202
CHEMBL2312304,P11362,10.622878745
CHEMBL477817,Q96GD4,10.401029995999998
CHEMBL2002446,P28482,11.200000128
CHEMBL1987982,Q9NR20,11.200000128
CHEMBL1964687,P45983,11.599999679
CHEMBL1230122,Q9HAZ1,11.1
CHEMBL261720,P24941,15.401029996
CHEMBL1982992,Q15303,11.500000186
CHEMBL1973098,O14965,11.900000875
CHEMBL1988537,Q9HAZ1,13.000008766
CHEMBL2002553,P49760,11.200000128
CHEMBL2006567,P51451,11.900000875
CHEMBL485285,O00141,10.58148606
CHEMBL2003456,O75582,11.800000504
CHEMBL210928,Q16620,11.423393844
CHEMBL1974664,P08922,11.800000504
CHEMBL1972584,P06493,11.900000875
CHEMBL1975128,P06493,13.600038134
CHEMBL2006493,P06239,11.699999383
CHEMBL210887,P53778,11.300000237
CHEMBL1994724,P51955,11.599999679
CHEMBL1081312,Q9HAZ1,12.199999035
CHEMBL2006263,Q8NE63,11.200000128
CHEMBL1971029,O43293,12.299998172
CHEMBL1996510,P24723,15.1
CHEMBL2004419,P08069,11.800000504
CHEMBL156776,P05771,10.095678626
CHEMBL1984367,O15264,11.200000128
CHEMBL1972365,P36888,12.199999035
CHEMBL1969042,Q9UM73,11.999998417
CHEMBL2003482,Q05513,11.200000128
CHEMBL389745,Q05655,11.1
CHEMBL1979577,P78368,11.300000237
CHEMBL2333365,P42338,11.401029996
CHEMBL1982466,Q13554,11.200000128
CHEMBL540848,Q05513,11.435792102
CHEMBL1969879,P04629,11.699999383
CHEMBL1965988,O15075,11.1
CHEMBL1985367,Q00535,12.499996913
CHEMBL1976090,P24941,11.900000875
CHEMBL1971801,Q13188,11.300000237
CHEMBL1988387,Q8NE63,14.1
CHEMBL2003420,Q7L7X3,11.1
CHEMBL1965589,Q86V86,11.200000128
CHEMBL1375418,P05129,11.200000128
CHEMBL1999321,P51957,11.300000237
CHEMBL1967513,Q9UM73,11.300000237
CHEMBL1992796,O15111,11.500000186
CHEMBL1988370,P31751,11.200000128
CHEMBL1978267,Q9Y4K4,13.600038134
CHEMBL1682358,Q9NWZ3,11.300000237
CHEMBL1081312,P54760,12.821246399
CHEMBL2004871,Q9BXA7,11.900000875
CHEMBL1995813,O43781,13.000008766
CHEMBL379905,P22612,11.1
CHEMBL1973098,Q96SB4,11.200000128
CHEMBL117697,P31749,11.200000128
CHEMBL1998585,P43405,12.699997654
CHEMBL1989471,P04629,11.599999679
CHEMBL1977374,P11309,11.1
CHEMBL1822792,O14965,12.637602002
CHEMBL1980297,P22607,13.500007822
CHEMBL2003817,Q9H3Y6,11.900000875
CHEMBL1964937,P22607,11.800000504
CHEMBL1991782,Q9Y463,10.400000029
CHEMBL1996111,P45984,11.500000186
CHEMBL482967,O95819,12.699997654
CHEMBL1985074,Q8NE63,11.200000128
CHEMBL1976158,O96013,11.699999383
CHEMBL234085,Q9NR20,11.200000128
CHEMBL1988838,Q14012,11.800000504
CHEMBL2001998,Q13627,11.300000237
CHEMBL1974157,P24941,11.200000128
CHEMBL1992371,Q13627,11.999998417
CHEMBL1988838,P23443,11.900000875
CHEMBL1992306,P07332,11.800000504
CHEMBL484390,P49840,11.200000128
CHEMBL2006778,P51817,11.900000875
CHEMBL1996510,O75116,11.500000186
CHEMBL2000568,O00418,11.500000186
CHEMBL1271641,Q9Y478,12.058607315
CHEMBL380386,Q9UGI9,11.1
CHEMBL117697,O94806,11.1
CHEMBL1242844,P35968,11.028117993
CHEMBL175225,P17252,10.520216403
CHEMBL2004438,P06213,11.400000202
CHEMBL1983348,P45983,12.899998135
CHEMBL2000685,Q13153,12.899998135
CHEMBL1998680,P36888,11.599999679
CHEMBL208637,Q13554,11.200000128
CHEMBL1984367,Q13464,11.1
CHEMBL2003524,Q13464,11.1
CHEMBL1972489,P27448,11.300000237
CHEMBL1970340,P04629,11.699999383
CHEMBL1965131,Q9Y4K4,11.500000186
CHEMBL1984847,Q8IU85,11.699999383
CHEMBL514499,P22607,11.800000504
CHEMBL1973540,O60674,12.899998135
CHEMBL52387,P31749,11.200000128
CHEMBL402548,P06213,11.1
CHEMBL1967878,Q16620,11.999998417
CHEMBL2332840,P16234,12.751695137
CHEMBL2001920,P00519,12.299998172
CHEMBL2005548,Q15303,11.500000186
CHEMBL1965570,P43405,11.900000875
CHEMBL243088,Q16620,11.400000202
CHEMBL523823,P06493,11.175061212
CHEMBL1984191,P05129,11.200000128
CHEMBL1980253,P52333,13.1
CHEMBL1984586,Q9UM73,11.999998417
CHEMBL1982383,Q13554,11.200000128
CHEMBL1991800,P53778,11.300000237
CHEMBL1977814,P48730,11.200000128
CHEMBL1982660,P51957,11.300000237
CHEMBL307152,P22694,11.63313238
CHEMBL2003768,Q7L7X3,11.1
CHEMBL1967513,Q04771,11.900000875
CHEMBL1993781,P49840,11.599999679
CHEMBL604712,Q16539,11.1
CHEMBL1979093,P28482,11.200000128
CHEMBL1979252,Q15303,11.500000186
CHEMBL1624529,Q16620,11.400000202
CHEMBL526133,Q13153,11.1
CHEMBL1972119,P24941,11.200000128
CHEMBL1972220,Q13464,12.799991797
CHEMBL1091356,P28482,10.401029995999998
CHEMBL395427,P07333,11.62651303
CHEMBL1980489,O96013,11.400000202
CHEMBL1992363,Q14680,13.500007822
CHEMBL1983309,Q13627,11.300000237
CHEMBL1975233,O14965,11.500000186
CHEMBL234085,P17612,11.599999679
CHEMBL2000934,P11309,11.300000237
CHEMBL1987430,Q04912,11.500000186
CHEMBL1981079,P51957,12.899998135
CHEMBL2000335,P23443,13.99997427
CHEMBL1965570,P00533,11.800000504
CHEMBL1980407,P36507,12.599996932
CHEMBL2000393,Q06418,11.800000504
CHEMBL383760,Q16539,11.1
CHEMBL1997534,P07948,11.900000875
CHEMBL1976376,Q5S007,11.699999383
CHEMBL2001224,P48729,11.300000237
CHEMBL1981725,O00311,11.999998417
CHEMBL1982383,P51451,11.900000875
CHEMBL1975138,Q13555,11.599999679
CHEMBL1964399,P45984,11.699999383
CHEMBL1999749,P17948,12.499996913
CHEMBL1979690,Q04912,12.499996913
CHEMBL1985367,P36888,11.599999679
CHEMBL1991143,Q13153,11.1
CHEMBL1984191,P49840,11.200000128
CHEMBL1976328,O15264,11.200000128
CHEMBL1993243,P48729,11.300000237
CHEMBL1994538,P17612,11.200000128
CHEMBL1991395,P22607,11.800000504
CHEMBL1998611,Q8N4C8,11.200000128
CHEMBL539474,P48730,11.200000128
CHEMBL1997023,P00533,11.800000504
CHEMBL1989471,P17948,11.699999383
CHEMBL1984038,P31751,11.200000128
CHEMBL1983309,Q86V86,11.200000128
CHEMBL1971289,Q05397,11.300000237
CHEMBL1993781,Q9BZL6,11.400000202
CHEMBL259922,P08922,11.800000504
CHEMBL1933551,P06239,10.622878745
CHEMBL256835,P11362,11.400000202
CHEMBL1964290,Q13153,11.1
CHEMBL1825138,P49841,11.500000186
CHEMBL2004311,P31749,11.200000128
CHEMBL379975,P08069,11.699999383
CHEMBL1980802,Q05655,11.200000128
CHEMBL1989029,O94806,11.1
CHEMBL1981045,P04626,11.900000875
CHEMBL1375640,P00519,12.299998172
CHEMBL2000114,O94806,11.800000504
CHEMBL2003420,P24941,11.200000128
CHEMBL1996111,Q9NR20,11.200000128
CHEMBL1980167,Q04912,11.599999679
CHEMBL1975121,Q9NR20,11.200000128
CHEMBL507936,P00519,12.299998172
CHEMBL2004871,Q9H4B4,11.200000128
CHEMBL377408,P23443,12.199999035
CHEMBL1972158,P05129,11.599999679
CHEMBL1988075,P51451,13.1
CHEMBL340921,P51817,11.999998417
CHEMBL1992306,O00444,12.399997603
CHEMBL1993584,P12931,11.800000504
CHEMBL1970142,O43293,11.999998417
CHEMBL130049,P05129,12.844727495
CHEMBL598626,P04049,12.999629455
CHEMBL28509,Q05655,11.020818754
CHEMBL1997041,Q12851,10.300000031
CHEMBL1991577,O96013,11.400000202
CHEMBL1983595,O75116,11.400000202
CHEMBL1738758,P04629,11.1
CHEMBL1995740,Q05655,11.200000128
CHEMBL1682540,O00311,12.499996913
CHEMBL1980253,Q13557,12.499996913
CHEMBL1967094,P51617,11.200000128
CHEMBL1997340,Q9BXA7,11.900000875
CHEMBL1974310,P04626,11.900000875
CHEMBL2006567,Q96GD4,11.300000237
CHEMBL352085,P22612,11.1
CHEMBL1983309,P48730,11.200000128
CHEMBL1978267,P07333,11.699999383
CHEMBL1979933,P17612,11.500000186
CHEMBL1981725,Q16644,11.1
CHEMBL1997822,Q96GD4,12.1
CHEMBL565612,P54760,11.1
CHEMBL1972820,Q05513,11.200000128
CHEMBL1964804,O94806,12.199999035
CHEMBL1996208,Q16644,11.1
CHEMBL1993661,Q9H3Y6,13.1
CHEMBL1973399,Q8IU85,10.1
CHEMBL1978200,Q9BXA7,11.900000875
CHEMBL2004771,Q96KB5,11.1
CHEMBL1970913,P29317,11.200000128
CHEMBL1989043,P45984,11.500000186
CHEMBL1085511,Q15118,11.1
CHEMBL1981047,Q9UQM7,11.300000237
CHEMBL1982361,O15530,11.500000186
CHEMBL382638,P53779,11.1
CHEMBL1980995,P04626,13.600038134
CHEMBL1965845,O00311,11.999998417
CHEMBL2002702,Q13627,11.300000237
CHEMBL1973395,O75116,12.399997603
CHEMBL1992937,Q8N4C8,11.999998417
CHEMBL2000114,Q14289,11.900000875
CHEMBL451401,P29376,10.700000074999998
CHEMBL1964777,P06213,11.400000202
CHEMBL1682540,Q16288,11.999998417
CHEMBL1971149,Q8TDC3,11.1
CHEMBL1990254,P15735,11.400000202
CHEMBL1982992,P27448,11.300000237
CHEMBL2001998,P11362,11.599999679
CHEMBL424872,P10721,11.900000875
CHEMBL1242665,P08631,10.1
CHEMBL1982506,Q9BZL6,11.200000128
CHEMBL2004025,P52333,11.400000202
CHEMBL1999811,O00418,11.500000186
CHEMBL1989029,Q13153,11.1
CHEMBL347537,P12931,11.1
CHEMBL1992723,P17612,11.1
CHEMBL1975500,P16591,11.900000875
CHEMBL213451,O75582,11.1
CHEMBL1979690,Q04759,11.800000504
CHEMBL2003689,O96013,11.400000202
CHEMBL1974328,O14965,11.900000875
CHEMBL1972119,P51817,11.900000875
CHEMBL246970,P43405,11.900000875
CHEMBL2002723,P50750,12.1
CHEMBL2000408,O15075,11.1
CHEMBL1977223,P24941,14.600312917
CHEMBL1982924,P12931,11.800000504
CHEMBL2005186,P27448,11.300000237
CHEMBL2002165,Q16288,14.500116928
CHEMBL2006010,P06213,11.400000202
CHEMBL1986869,Q14680,11.900000875
CHEMBL215803,P09619,12.1
CHEMBL1989518,O00444,11.500000186
CHEMBL53596,P17252,12.497940009
CHEMBL1980407,P09619,14.600312917
CHEMBL1977681,P45984,12.499996913
CHEMBL1242749,P48736,12.565973894
CHEMBL1969102,Q9NWZ3,11.1
CHEMBL1999749,Q08881,11.900000875
CHEMBL1971694,P17612,11.200000128
CHEMBL296586,O96017,12.299998172
CHEMBL2007372,Q13188,11.200000128
CHEMBL1980144,P45984,11.500000186
CHEMBL1972937,O60674,11.900000875
CHEMBL1967878,P50613,12.699997654
CHEMBL560813,Q14012,11.400000202
CHEMBL2003420,Q13464,11.1
CHEMBL1990885,Q7KZI7,12.799991797
CHEMBL225519,Q9NYL2,11.200000128
CHEMBL362558,Q9H2X6,11.599999679
CHEMBL1242569,P78527,12.354925208
CHEMBL1965351,Q13554,11.200000128
CHEMBL1973860,Q00535,11.200000128
CHEMBL104264,P68400,9.964231485
CHEMBL2205766,P43405,11.1
CHEMBL484390,P78368,11.500000186
CHEMBL1241946,P00533,11.652841969
CHEMBL1999918,P06239,11.999998417
CHEMBL1976376,P11309,11.300000237
CHEMBL1999590,Q9BZL6,11.1
CHEMBL325839,Q05513,9.798970004
CHEMBL1975138,P28482,11.200000128
CHEMBL226403,P51955,11.1
CHEMBL1972568,Q16288,12.299998172
CHEMBL583144,P00533,11.800000504
CHEMBL318650,P05129,10.122276395
CHEMBL1972568,P49137,11.200000128
CHEMBL576113,P50613,11.500000186
CHEMBL1995712,P51817,14.1
CHEMBL1270230,P11802,11.1
CHEMBL2003341,Q05655,11.800000504
CHEMBL1965423,P17612,11.200000128
CHEMBL225519,O14920,11.1
CHEMBL1967531,Q14289,11.900000875
CHEMBL1421720,P51812,11.999998417
CHEMBL2006785,P16591,11.900000875
CHEMBL1090360,O60674,12.175286885
CHEMBL1996649,Q9HAZ1,12.1
CHEMBL1971534,Q9HAZ1,12.199999035
CHEMBL1987034,Q13237,11.900000875
CHEMBL2001987,Q9UHD2,11.599999679
CHEMBL1966035,O15530,11.500000186
CHEMBL1973142,P51957,11.300000237
CHEMBL332575,P22612,10.798970004
CHEMBL1982271,P17612,13.699980365
CHEMBL210618,Q9HBH9,11.1
CHEMBL1985723,P36888,13.99997427
CHEMBL1980540,P10721,11.999998417
CHEMBL2006276,P53778,11.300000237
CHEMBL402846,P35916,15.200179498
CHEMBL1995211,P08069,11.699999383
CHEMBL1978099,P45983,12.599996932
CHEMBL2006493,P35968,11.200000128
CHEMBL2002726,P53667,12.1
CHEMBL2007138,P11362,11.000000142
CHEMBL115220,P07949,11.1
CHEMBL1973142,O75116,12.699997654
CHEMBL1999496,Q13882,11.699999383
CHEMBL1969588,P49137,11.300000237
CHEMBL2002690,Q02750,11.599999679
CHEMBL1682552,P04629,11.699999383
CHEMBL1996795,P49336,11.999998417
CHEMBL318272,O94806,12.145757491
CHEMBL1970522,P08069,12.1
CHEMBL1982135,Q14680,11.900000875
CHEMBL1991285,Q14012,11.300000237
CHEMBL1982874,Q9H2X6,11.599999679
CHEMBL1986943,P07333,12.799991797
CHEMBL1998110,Q14164,11.599999679
CHEMBL1993781,P51955,11.1
CHEMBL1964441,P50750,11.900000875
CHEMBL1991377,Q9UQM7,11.200000128
CHEMBL1995813,P28482,12.399997603
CHEMBL2006263,Q9UEE5,11.500000186
CHEMBL1983348,Q13131,12.499996913
CHEMBL1993584,P23443,12.399997603
CHEMBL2003638,Q16644,11.200000128
CHEMBL1970104,Q9HBH9,11.599999679
CHEMBL207253,P31751,11.200000128
CHEMBL1997023,Q86V86,11.699999383
CHEMBL460472,P06213,12.1
CHEMBL1965570,P11309,11.200000128
CHEMBL220241,P53350,11.23914764
CHEMBL196363,Q9HCP0,12.1
CHEMBL372657,P67870,11.242667504
CHEMBL1969843,Q8N4C8,11.200000128
CHEMBL1964718,P07333,10.1
CHEMBL246970,P51955,11.1
CHEMBL1190711,P06241,12.199999035
CHEMBL1972276,Q9Y243,11.1
CHEMBL1973145,P43405,11.900000875
CHEMBL1971149,P51957,11.300000237
CHEMBL1682558,P11309,11.128995973
CHEMBL2000481,P06241,12.199999035
CHEMBL1968705,O60674,11.699999383
CHEMBL1242977,Q06187,11.196910013
CHEMBL1997846,Q8IW41,11.900000875
CHEMBL2001987,P50750,11.900000875
CHEMBL1375418,Q13882,11.699999383
CHEMBL1982563,P51451,11.900000875
CHEMBL208637,P48729,11.300000237
CHEMBL1997846,Q9H2G2,12.399997603
CHEMBL1988594,P17612,11.200000128
CHEMBL1979252,Q8TDC3,11.1
CHEMBL210963,O75116,11.212469432
CHEMBL1997534,Q9H2G2,12.299998172
CHEMBL1092754,P17252,13.401029996
CHEMBL116070,Q13237,11.900000875
CHEMBL1624529,P00533,11.800000504
CHEMBL2004072,Q5VT25,11.1
CHEMBL1997759,Q96GD4,11.300000237
CHEMBL1993781,P48729,11.300000237
CHEMBL1996979,Q9Y243,11.1
CHEMBL2002165,P51957,11.699999383
CHEMBL1970142,P15735,11.400000202
CHEMBL461876,P08581,11.699999383
CHEMBL2007296,P04626,11.900000875
CHEMBL1986263,Q96PF2,11.900000875
CHEMBL1970709,P36888,11.699999383
CHEMBL1982563,P12931,11.800000504
CHEMBL1825138,P50613,11.900000875
CHEMBL2006010,P49760,11.200000128
CHEMBL2001288,Q86V86,11.200000128
CHEMBL1996576,Q04759,11.699999383
CHEMBL1461728,P06213,11.400000202
CHEMBL1969049,O60674,11.900000875
CHEMBL244378,Q9HAZ1,13.1
CHEMBL191336,P31751,11.1
CHEMBL1992937,P11362,11.500000186
CHEMBL2048912,P00533,14.685026652
CHEMBL1087650,P12931,12.270696227
CHEMBL1979577,Q08881,12.399997603
CHEMBL1986186,Q13237,11.900000875
CHEMBL1982465,Q9H4B4,11.200000128
CHEMBL436718,Q05655,12.901632346
CHEMBL1966175,O95819,11.400000202
CHEMBL1983575,P06241,11.300000237
CHEMBL2006581,O15111,11.500000186
CHEMBL1981720,Q96GD4,12.699997654
CHEMBL1997193,P06239,11.300000237
CHEMBL1970203,P48729,11.300000237
CHEMBL1989043,P49841,11.599999679
CHEMBL382823,P22612,11.1
CHEMBL1990635,P51812,11.599999679
CHEMBL1969126,P35968,11.200000128
CHEMBL52654,P05129,12.401029996
CHEMBL363648,O15075,11.1
CHEMBL1972576,P17948,12.499996913
CHEMBL2004771,Q9UEE5,11.500000186
CHEMBL1987793,P17612,11.200000128
CHEMBL1965507,P29317,11.599999679
CHEMBL1982413,Q00535,11.900000875
CHEMBL1988163,P12931,13.000008766
CHEMBL1979176,Q14680,11.900000875
CHEMBL1977223,Q9P1W9,11.900000875
CHEMBL1969735,Q16288,11.999998417
CHEMBL1976090,Q13188,11.599999679
CHEMBL2001641,P49841,11.000000142
CHEMBL1973211,P30530,14.299970641
CHEMBL1979093,O00418,11.500000186
CHEMBL1990482,Q13557,11.400000202
CHEMBL386760,P08581,11.719788758
CHEMBL1974875,Q9UQM7,10.599999953
CHEMBL1972576,Q13557,12.199999035
CHEMBL213505,Q13555,11.300000237
CHEMBL2005528,Q7KZI7,11.200000128
CHEMBL363648,Q9H4B4,11.200000128
CHEMBL210887,O75582,11.900000875
CHEMBL2003420,P06239,11.699999383
CHEMBL1968590,P51817,11.900000875
CHEMBL1997193,P35968,12.299998172
CHEMBL1984039,Q5VT25,11.1
CHEMBL1991138,Q08881,11.900000875
CHEMBL362814,P35968,10.798970004
CHEMBL365598,P17252,13.196910013
CHEMBL2002992,Q14680,11.900000875
CHEMBL1977814,Q13153,11.1
CHEMBL41783,Q9H2X6,11.699999383
CHEMBL1982167,P49840,11.300000237
CHEMBL1980489,O75116,11.400000202
CHEMBL1972119,P53350,11.200000128
CHEMBL2000071,P42679,11.800000504
CHEMBL606964,P22455,13.136212173
CHEMBL378963,P06493,12.160480747
CHEMBL1965131,Q8NE63,11.400000202
CHEMBL1979773,Q96GD4,12.199999035
CHEMBL189963,P06239,11.300000237
CHEMBL1990254,Q05513,11.200000128
CHEMBL1979093,Q9P1W9,11.900000875
CHEMBL1933288,Q9BZL6,12.9569852
CHEMBL1982271,P24941,13.500007822
CHEMBL519697,P45984,11.500000186
CHEMBL1965170,P49336,13.299970641
CHEMBL2205766,Q16644,11.1
CHEMBL1978200,P31749,11.200000128
CHEMBL312698,P24723,10.702059991
CHEMBL2002702,Q16513,11.999998417
CHEMBL206955,P06239,11.1
CHEMBL1978014,Q9H2X6,11.599999679
CHEMBL1982610,P16591,11.900000875
CHEMBL1992937,P50750,13.299970641
CHEMBL493169,P11309,13.777780705
CHEMBL1992125,P16234,11.999998417
CHEMBL1999590,O00311,11.999998417
CHEMBL1980540,P06213,11.400000202
CHEMBL1992634,P11362,11.400000202
CHEMBL1236126,O00311,11.999998417
CHEMBL1977931,Q8IU85,10.300000031
CHEMBL244378,Q8NE63,13.299970641
CHEMBL1966279,Q9HCP0,11.300000237
CHEMBL1982711,Q08881,11.900000875
CHEMBL1996837,P52333,10.900000053
CHEMBL1994318,Q14164,11.599999679
CHEMBL2001998,P45984,11.500000186
CHEMBL1981782,O96017,11.900000875
CHEMBL526133,P78368,11.800000504
CHEMBL1982992,P16591,11.900000875
CHEMBL371206,Q9HCP0,14.500116928
CHEMBL248757,P17612,11.200000128
CHEMBL1987998,P07333,11.699999383
CHEMBL2000335,P22607,12.699997654
CHEMBL210963,P23443,11.286962717
CHEMBL1982957,O15075,11.1
CHEMBL1989856,Q08881,12.499996913
CHEMBL1991734,Q05397,12.199999035
CHEMBL2000114,Q9NR20,11.200000128
CHEMBL1980763,P36888,11.599999679
CHEMBL2005899,Q13237,11.900000875
CHEMBL1997617,Q9Y6M4,11.300000237
CHEMBL1980376,Q8IU85,10.1
CHEMBL210928,P22694,11.224938737
CHEMBL2006580,P51957,11.300000237
CHEMBL1970340,O60674,11.900000875
CHEMBL2007002,Q9H4B4,11.200000128
CHEMBL1996543,P49841,11.800000504
CHEMBL1241675,P00519,11.469964306
CHEMBL1970903,P51957,12.1
CHEMBL1989518,P53778,11.300000237
CHEMBL1967531,Q06187,11.999998417
CHEMBL560813,Q9Y243,11.1
CHEMBL1997129,Q05655,11.800000504
CHEMBL1976420,Q9H2G2,11.800000504
CHEMBL1997764,P51451,12.1
CHEMBL1964948,Q16620,11.500000186
CHEMBL2000354,Q08881,11.900000875
CHEMBL2006580,P45984,11.500000186
CHEMBL402846,O96017,11.400000202
CHEMBL1966722,P45984,11.500000186
CHEMBL2000029,P49336,13.600038134
CHEMBL511410,P12931,10.401029995999998
CHEMBL1190711,Q9P1W9,12.1
CHEMBL2333365,P08069,11.1
CHEMBL262433,Q05397,11.900000875
CHEMBL1968406,Q13882,11.699999383
CHEMBL565612,Q05397,11.325383595
CHEMBL1980540,Q9BZL6,11.1
CHEMBL550418,P49760,11.500000186
CHEMBL1964290,P08069,11.800000504
CHEMBL385478,P07949,11.999998417
CHEMBL2001547,Q9UM73,11.999998417
CHEMBL2002373,P08581,11.599999679
CHEMBL1981079,Q86V86,11.599999679
CHEMBL115531,Q9UQM7,10.1
CHEMBL322066,P17252,11.986056648
CHEMBL1973860,P17612,11.200000128
CHEMBL1682552,Q9BZL6,11.400000202
CHEMBL491758,P31749,11.200000128
CHEMBL523823,P04626,11.900000875
CHEMBL2004515,P07949,11.699999383
CHEMBL1964444,Q9HBY8,11.1
CHEMBL576887,P22607,11.25490196
CHEMBL1968151,Q13976,11.800000504
CHEMBL226471,P51451,11.900000875
CHEMBL1990904,Q9P1W9,11.900000875
CHEMBL2005631,Q13627,11.300000237
CHEMBL1682546,O00444,11.500000186
CHEMBL1999749,O75116,11.200000128
CHEMBL2004934,P53778,11.300000237
CHEMBL208118,P54646,11.1
CHEMBL1969102,O60674,13.200015437
CHEMBL1982466,Q9BXA7,11.900000875
CHEMBL394619,Q15303,11.500000186
CHEMBL1987998,Q96GD4,11.500000186
CHEMBL1996649,Q8IU85,11.699999383
CHEMBL1980167,Q06418,12.1
CHEMBL1964692,O43781,13.000008766
CHEMBL1979252,P15735,11.400000202
CHEMBL1983025,Q9Y4K4,12.899998135
CHEMBL2005886,P06493,11.300000237
CHEMBL2000029,P06241,11.300000237
